hdl:1902.1/00555	development of achievement motivation
hdl:1902.1/01118	health
hdl:1902.1/01983	voting precints
hdl:1902.1/01983	voting behavior
hdl:1902.1/01983	congressional districts
hdl:1902.1/01983	election districts
hdl:1902.1/01983	election returns
hdl:1902.1/01983	elections
hdl:1902.1/01983	local elections
hdl:1902.1/01983	national elections
hdl:1902.1/01983	redistrcting
hdl:1902.1/01983	state elections
hdl:1902.1/01983	voter registration
hdl:1902.1/01983	voter turnout
hdl:1902.1/02009	voting precints
hdl:1902.1/02009	election districts
hdl:1902.1/02009	election returns
hdl:1902.1/02009	elections
hdl:1902.1/02009	local elections
hdl:1902.1/02009	national elections
hdl:1902.1/02009	redistrcting
hdl:1902.1/02009	state elections
hdl:1902.1/02009	voter registration
hdl:1902.1/02009	voter turnout
hdl:1902.1/02009	voting behavior
hdl:1902.1/02009	congressional districts
hdl:1902.1/10479	electoral system
hdl:1902.1/10479	electoral formula
hdl:1902.1/10479	electoral tiers
hdl:1902.1/10604	gender
hdl:1902.1/10604	international trade
hdl:1902.1/10604	economics
hdl:1902.1/10604	democracy
hdl:1902.1/10604	civic culture
hdl:1902.1/10604	integration
hdl:1902.1/10604	politics
hdl:1902.1/10604	environment
hdl:1902.1/10604	social capital
hdl:1902.1/10604	gender discrimination
hdl:1902.1/10604	civic participation
hdl:1902.1/10604	political institutions
hdl:1902.1/10974	property repairs
hdl:1902.1/10974	automobile ownership
hdl:1902.1/10974	home ownership
hdl:1902.1/10974	womens movement
hdl:1902.1/10974	consumer purchases
hdl:1902.1/10974	durable goods
hdl:1902.1/10974	radios
hdl:1902.1/10974	public opinion
hdl:1902.1/10974	furniture
hdl:1902.1/10974	education
hdl:1902.1/10974	consumer behavior
hdl:1902.1/10974	attitudes
hdl:1902.1/10974	perceptions
hdl:1902.1/10974	television viewing
hdl:1902.1/10974	banking
hdl:1902.1/10974	personal income
hdl:1902.1/10974	products
hdl:1902.1/10974	restaurants
hdl:1902.1/10974	political ideologies
hdl:1902.1/10974	occupation
hdl:1902.1/10974	health insurance
hdl:1902.1/10974	marketing
hdl:1902.1/10974	media use
hdl:1902.1/10974	biographical data
hdl:1902.1/10974	trust
hdl:1902.1/10974	medical care
hdl:1902.1/10974	psychographics
hdl:1902.1/10974	leisure
hdl:1902.1/10974	news media
hdl:1902.1/10974	research
hdl:1902.1/10974	social attitudes
hdl:1902.1/10974	social values
hdl:1902.1/10974	consumer attitudes
hdl:1902.1/10974	food
hdl:1902.1/10974	newspapers
hdl:1902.1/10974	shopping
hdl:1902.1/11171	democracy
hdl:1902.1/11171	turkey
hdl:1902.1/11252	primary education
hdl:1902.1/11252	intervention
hdl:1902.1/11252	development
hdl:1902.1/11621	tract level
hdl:1902.1/11621	california
hdl:1902.1/11621	san diego
hdl:1902.1/11621	census
hdl:1902.1/11946	confidence
hdl:1902.1/11946	nli
hdl:1902.1/11946	president
hdl:1902.1/11946	leadership
hdl:1902.1/11946	press
hdl:1902.1/11946	election
hdl:1902.1/12512	sti
hdl:1902.1/12512	sexually transmitted infections
hdl:1902.1/12512	public health infrastructure
hdl:1902.1/12512	respiratory diseases
hdl:1902.1/12512	fitness
hdl:1902.1/12512	exercise
hdl:1902.1/12512	physical activity
hdl:1902.1/12512	dental health
hdl:1902.1/12512	oral health
hdl:1902.1/12512	occupational safety and health
hdl:1902.1/12512	nutrition
hdl:1902.1/12512	human immunodeficiency virus
hdl:1902.1/12512	mental disorders
hdl:1902.1/12512	mental health
hdl:1902.1/12512	medical product safety
hdl:1902.1/12512	injury and violence prevention
hdl:1902.1/12512	infectious disease
hdl:1902.1/12512	hiv
hdl:1902.1/12512	heart disease
hdl:1902.1/12512	stroke
hdl:1902.1/12512	health communication
hdl:1902.1/12512	food safety
hdl:1902.1/12512	immunizations
hdl:1902.1/12512	sexual health
hdl:1902.1/12512	family planning
hdl:1902.1/12512	environmental health
hdl:1902.1/12512	community programs
hdl:1902.1/12512	education programs
hdl:1902.1/12512	disabilities
hdl:1902.1/12512	diabetes
hdl:1902.1/12512	chronic kidney disease
hdl:1902.1/12512	cancer
hdl:1902.1/12512	chronic back conditions
hdl:1902.1/12512	osteoporosis
hdl:1902.1/12512	arthritis
hdl:1902.1/12512	access to health services
hdl:1902.1/12512	access to care
hdl:1902.1/12512	healthy people 2010
hdl:1902.1/12512	centers for disease control and prevention
hdl:1902.1/12512	cdc
hdl:1902.1/12512	national center for health statistics
hdl:1902.1/12512	hearing
hdl:1902.1/12512	substance abuse
hdl:1902.1/12512	substance use
hdl:1902.1/12512	tobacco use
hdl:1902.1/12512	clinical preventive care
hdl:1902.1/12512	primary care
hdl:1902.1/12512	health insurance
hdl:1902.1/12512	vision
hdl:1902.1/12549	sexual behavior
hdl:1902.1/12549	hiv testing
hdl:1902.1/12549	teen
hdl:1902.1/12549	teen pregnancy
hdl:1902.1/12549	family planning services
hdl:1902.1/12549	breastfeeding
hdl:1902.1/12549	unintended pregnancy
hdl:1902.1/12549	cohabitate
hdl:1902.1/12549	living arrangements
hdl:1902.1/12549	hiv risk
hdl:1902.1/12549	demographics
hdl:1902.1/12549	child support
hdl:1902.1/12549	race
hdl:1902.1/12549	ethnicity
hdl:1902.1/12549	age
hdl:1902.1/12549	teenage fathers
hdl:1902.1/12549	sexual orientation
hdl:1902.1/12549	sexual attraction
hdl:1902.1/12549	same- sex activity
hdl:1902.1/12549	medicaid
hdl:1902.1/12549	uninsured
hdl:1902.1/12549	adoption
hdl:1902.1/12549	sterilization
hdl:1902.1/12549	trends
hdl:1902.1/12549	national center for health statistics
hdl:1902.1/12549	cdc
hdl:1902.1/12549	centers for disease control and prevention
hdl:1902.1/12549	marriage
hdl:1902.1/12549	divorce
hdl:1902.1/12549	contraception
hdl:1902.1/12549	fertility
hdl:1902.1/12549	sexually transmitted infections
hdl:1902.1/12549	sti
hdl:1902.1/12549	infants
hdl:1902.1/12549	family planning
hdl:1902.1/12549	pregnancy
hdl:1902.1/12549	health insurance coverage
hdl:1902.1/12549	fatherhood
hdl:1902.1/12549	reproductive health
hdl:1902.1/12800	english as a second language instruction
hdl:1902.1/12800	esl
hdl:1902.1/12800	immigration policy
hdl:1902.1/12800	u.s. customs and border protection
hdl:1902.1/12800	u.s. immigration and customs enforcement
hdl:1902.1/12800	ice
hdl:1902.1/12800	u.s. citizenship and immigration services
hdl:1902.1/12800	unauthorized immigrants
hdl:1902.1/12800	undocumented immigrants
hdl:1902.1/12800	arrests
hdl:1902.1/12800	fugitive aliens
hdl:1902.1/12800	skilled immigrants
hdl:1902.1/12800	credentialing
hdl:1902.1/12800	migrant workers
hdl:1902.1/12800	employment-based immigration
hdl:1902.1/12800	federal adult education funding
hdl:1902.1/12800	lep
hdl:1902.1/12800	limited english proficiency
hdl:1902.1/12800	english proficiency
hdl:1902.1/12800	ell
hdl:1902.1/12800	english language learners
hdl:1902.1/12800	economy
hdl:1902.1/12800	migration
hdl:1902.1/12800	immigration
hdl:1902.1/12800	american community survey of the foreign born
hdl:1902.1/12800	who's where in the united states database
hdl:1902.1/12800	state responses to immigration database
hdl:1902.1/12800	citizenship test
hdl:1902.1/12800	foreign-born
hdl:1902.1/12800	immigrant
hdl:1902.1/12800	immigration
hdl:1902.1/12800	workforce investment act
hdl:1902.1/12800	wia
hdl:1902.1/12882	neonatal mortality
hdl:1902.1/12882	fertility
hdl:1902.1/12882	birth-spacing
hdl:1902.1/12882	india
hdl:1902.1/12882	siblings
hdl:1902.1/12882	dynamic panel data models
hdl:1902.1/12882	health
hdl:1902.1/13403	surveillance
hdl:1902.1/13403	centers for disease control and prevention
hdl:1902.1/13403	cdc
hdl:1902.1/13403	influenza
hdl:1902.1/13403	flu
hdl:1902.1/13403	flu vaccine
hdl:1902.1/13403	influenza vaccine
hdl:1902.1/13403	outpatient
hdl:1902.1/13403	influenza related illness
hdl:1902.1/13403	geographic spread
hdl:1902.1/13403	national
hdl:1902.1/13403	viral
hdl:1902.1/13403	virus
hdl:1902.1/13403	hospitalizations
hdl:1902.1/13403	mortality
hdl:1902.1/13403	deaths
hdl:1902.1/13854	price
hdl:1902.1/13854	emissions permit
hdl:1902.1/14501	party composition
hdl:1902.1/14790	party composition
hdl:1902.1/14907	party composition
hdl:1902.1/14952	party composition
hdl:1902.1/15555	death index
hdl:1902.1/15555	death certificate
hdl:1902.1/15555	death record
hdl:1902.1/15555	death
hdl:1902.1/15555	national center for health statistics
hdl:1902.1/15636	time-series cross-sectional data
hdl:1902.1/15762	abortion
hdl:1902.1/15762	political representation
hdl:1902.1/15762	hot issue
hdl:1902.1/15762	women's movement
hdl:1902.1/15762	job training
hdl:1902.1/15762	prostitution
hdl:1902.1/16040	party composition
hdl:1902.1/16077	causal inference
hdl:1902.1/17049	reputation conflict international relations
hdl:1902.1/17256	obesity
hdl:1902.1/17256	women’s health usa 2011
hdl:1902.1/17256	u.s. department of health and human services
hdl:1902.1/17256	dhhs
hdl:1902.1/17256	health resources and services administration
hdl:1902.1/17256	hrsa
hdl:1902.1/17256	women's health
hdl:1902.1/17256	reproductive health
hdl:1902.1/17256	american women
hdl:1902.1/17256	health utilization
hdl:1902.1/17256	health care utilization
hdl:1902.1/17256	women's health patterns
hdl:1902.1/17256	barriers to health care
hdl:1902.1/17256	barriers to care
hdl:1902.1/17256	unmet health care needs
hdl:1902.1/17256	unmet health needs
hdl:1902.1/17256	health care expenditures
hdl:1902.1/17256	health insurance
hdl:1902.1/17256	hiv
hdl:1902.1/17256	aids
hdl:1902.1/17256	hospitalization
hdl:1902.1/17256	medicare
hdl:1902.1/17256	medicaid
hdl:1902.1/17256	mental health
hdl:1902.1/17256	mental health care
hdl:1902.1/17256	oral health care
hdl:1902.1/17256	organ transplantation
hdl:1902.1/17256	preventative care
hdl:1902.1/17256	vaccination
hdl:1902.1/17256	poverty status
hdl:1902.1/17256	socioeconomic status
hdl:1902.1/17256	race
hdl:1902.1/17256	ethnicity
hdl:1902.1/17256	reproductive health
hdl:1902.1/17256	maternal health
hdl:1902.1/17256	lesbian women
hdl:1902.1/17256	bisexual women
hdl:1902.1/17256	pacific islander women
hdl:1902.1/17256	american indian women
hdl:1902.1/17256	native american women
hdl:1902.1/17256	alaskan native women
hdl:1902.1/17256	veterans
hdl:1902.1/17256	food security
hdl:1902.1/17256	rural women
hdl:1902.1/17256	urban women
hdl:1902.1/17256	women in poverty
hdl:1902.1/17256	women in the labor force
hdl:1902.1/17256	diabetes
hdl:1902.1/17256	hiv/aids
hdl:1902.1/17256	mental illness
hdl:1902.1/17256	heart disease
hdl:1902.1/17256	life expectancy
hdl:1902.1/17256	sexually transmitted disease
hdl:1902.1/17256	stis
hdl:1902.1/17256	stds
hdl:1902.1/17256	violence against women
hdl:1902.1/17256	domestic violence
hdl:1902.1/17256	cancer
hdl:1902.1/17256	blood pressure
hdl:1902.1/17256	alzheimer's disease
hdl:1902.1/17256	alcohol use
hdl:1902.1/17256	cigarette use
hdl:1902.1/17256	illicit drug use
hdl:1902.1/17256	nutrition
hdl:1902.1/17256	physical activity
hdl:1902.1/17256	exercise
hdl:1902.1/17256	diet
hdl:1902.1/17256	asthma
hdl:1902.1/17256	maternal mortality
hdl:1902.1/17256	maternal morbidity
hdl:1902.1/17256	maternity leave
hdl:1902.1/17256	breastfeeding
hdl:1902.1/17256	postpartum depression
hdl:1902.1/17256	contraception
hdl:1902.1/17256	unintended pregnancy
hdl:1902.1/17256	smoking during pregnancy
hdl:1902.1/17300	liability insurance claims
hdl:1902.1/17300	torts
hdl:1902.1/17300	texas
hdl:1902.1/17463	agroecosystems
hdl:1902.1/17463	pilot analysis of global ecosystems (page)
hdl:1902.1/17788	assess
hdl:1902.1/17788	specie name
hdl:1902.1/17788	west region
hdl:1902.1/17788	nursery
hdl:1902.1/18516	ethnic voting
hdl:1902.1/18679	economic stabilization
hdl:1902.1/18679	monetary union
hdl:1902.1/18679	budgetary cooperation
hdl:1902.1/18679	demand shocks
hdl:1902.1/18679	supply shocks
hdl:1902.1/18679	structural heterogeneity
hdl:1902.1/20162	sites
hdl:1902.1/20162	biota
hdl:1902.1/20199	structure
hdl:1902.1/20199	agroindustrial
hdl:1902.1/22313	panel attrition
hdl:1902.1/22313	public opinion
hdl:1902.1/22313	survey methodology
hdl:1902.1/00642	alternative family
hdl:1902.1/00642	academic achievement
hdl:1902.1/00642	children
hdl:1902.1/00886	academic achievement
hdl:1902.1/00886	achievement
hdl:1902.1/00886	preschool educational intervention
hdl:1902.1/00886	preschool educational intervention
hdl:1902.1/01984	voting precints
hdl:1902.1/01984	election districts
hdl:1902.1/01984	election returns
hdl:1902.1/01984	elections
hdl:1902.1/01984	local elections
hdl:1902.1/01984	national elections
hdl:1902.1/01984	redistrcting
hdl:1902.1/01984	state elections
hdl:1902.1/01984	voter registration
hdl:1902.1/01984	voter turnout
hdl:1902.1/01984	voting behavior
hdl:1902.1/01984	congressional districts
hdl:1902.1/0VXWS	trac
hdl:1902.1/0VXWS	reproductive health
hdl:1902.1/0VXWS	family planning
hdl:1902.1/0VXWS	contraceptives
hdl:1902.1/0VXWS	emergency contraception
hdl:1902.1/10605	democracy
hdl:1902.1/10605	gender discrimination
hdl:1902.1/10605	civic culture
hdl:1902.1/10605	social capital
hdl:1902.1/10605	environment
hdl:1902.1/10605	politics
hdl:1902.1/10605	integration
hdl:1902.1/10605	gender
hdl:1902.1/10605	political institutions
hdl:1902.1/10605	civic participation
hdl:1902.1/10605	international trade
hdl:1902.1/10605	economics
hdl:1902.1/10650	animal–human extrapolation
hdl:1902.1/10650	atherosclerosis risk factors
hdl:1902.1/10650	gene-environment interactions
hdl:1902.1/10650	gene expression signatures
hdl:1902.1/10650	multivariate anova
hdl:1902.1/10650	latent factor models
hdl:1902.1/10650	sparse statistical modeling
hdl:1902.1/10975	home ownership
hdl:1902.1/10975	automobile ownership
hdl:1902.1/10975	property repairs
hdl:1902.1/10975	shopping
hdl:1902.1/10975	newspapers
hdl:1902.1/10975	food
hdl:1902.1/10975	consumer attitudes
hdl:1902.1/10975	social values
hdl:1902.1/10975	social attitudes
hdl:1902.1/10975	research
hdl:1902.1/10975	news media
hdl:1902.1/10975	leisure
hdl:1902.1/10975	psychographics
hdl:1902.1/10975	medical care
hdl:1902.1/10975	trust
hdl:1902.1/10975	biographical data
hdl:1902.1/10975	media use
hdl:1902.1/10975	marketing
hdl:1902.1/10975	health insurance
hdl:1902.1/10975	occupation
hdl:1902.1/10975	political ideologies
hdl:1902.1/10975	restaurants
hdl:1902.1/10975	products
hdl:1902.1/10975	personal income
hdl:1902.1/10975	banking
hdl:1902.1/10975	television viewing
hdl:1902.1/10975	perceptions
hdl:1902.1/10975	attitudes
hdl:1902.1/10975	consumer behavior
hdl:1902.1/10975	education
hdl:1902.1/10975	furniture
hdl:1902.1/10975	public opinion
hdl:1902.1/10975	radios
hdl:1902.1/10975	durable goods
hdl:1902.1/10975	consumer purchases
hdl:1902.1/10975	womens movement
hdl:1902.1/11622	california
hdl:1902.1/11622	census
hdl:1902.1/11622	tract level
hdl:1902.1/11622	san diego
hdl:1902.1/11947	allophilia
hdl:1902.1/11947	coexistence
hdl:1902.1/11947	arab
hdl:1902.1/11947	israel
hdl:1902.1/11947	leadership
hdl:1902.1/11992	income inequality
hdl:1902.1/12801	health care
hdl:1902.1/12801	housing
hdl:1902.1/12801	identification
hdl:1902.1/12801	immigrant integration
hdl:1902.1/12801	law enforcement
hdl:1902.1/12801	immigrant service providers
hdl:1902.1/12801	education
hdl:1902.1/12801	criminal justice
hdl:1902.1/12801	policy
hdl:1902.1/12801	migration
hdl:1902.1/12801	immigration
hdl:1902.1/12801	migration policy institute
hdl:1902.1/12801	federal reimbursement
hdl:1902.1/12801	task force
hdl:1902.1/12801	trafficking
hdl:1902.1/12801	voting
hdl:1902.1/12801	immigration regulation
hdl:1902.1/12801	immigration policy
hdl:1902.1/12801	employment
hdl:1902.1/12801	family law
hdl:1902.1/12801	firearms permits
hdl:1902.1/13567	charitable organization
hdl:1902.1/13567	the urban institute
hdl:1902.1/13567	environment
hdl:1902.1/13567	humanities
hdl:1902.1/13567	education
hdl:1902.1/13567	religion
hdl:1902.1/13567	international organizations
hdl:1902.1/13567	human services
hdl:1902.1/13567	hospitals
hdl:1902.1/13567	health
hdl:1902.1/13567	higher education
hdl:1902.1/13567	public charity
hdl:1902.1/13567	revenue
hdl:1902.1/13567	private foundation
hdl:1902.1/13567	nonprofit organization
hdl:1902.1/14007	accountability
hdl:1902.1/14007	monetary policy
hdl:1902.1/14007	central banking
hdl:1902.1/14007	independence
hdl:1902.1/14007	transparency
hdl:1902.1/14052	strategic substitutes and complements
hdl:1902.1/14052	externalities
hdl:1902.1/14052	experiments
hdl:1902.1/14052	cooperation
hdl:1902.1/14458	party composition
hdl:1902.1/14502	party composition
hdl:1902.1/14665	party composition
hdl:1902.1/14791	party composition
hdl:1902.1/14872	juan j. linz
hdl:1902.1/14872	press
hdl:1902.1/14872	spain
hdl:1902.1/14872	democratic transition
hdl:1902.1/14872	prensa
hdl:1902.1/14872	españa
hdl:1902.1/14872	transición democrática
hdl:1902.1/14953	party composition
hdl:1902.1/16041	party composition
hdl:1902.1/16078	conflict
hdl:1902.1/16078	ideologies
hdl:1902.1/16078	law enforcement/first responder
hdl:1902.1/16078	extremist
hdl:1902.1/16078	religion
hdl:1902.1/16078	education
hdl:1902.1/16078	elections
hdl:1902.1/16078	democracy
hdl:1902.1/16203	vulva cancer
hdl:1902.1/16203	seer
hdl:1902.1/16203	surveillance epidemiology and end results
hdl:1902.1/16203	national cancer institute
hdl:1902.1/16203	cancer
hdl:1902.1/16203	cancer statistics
hdl:1902.1/16203	anal cancer
hdl:1902.1/16203	bladder cancer
hdl:1902.1/16203	bone cancer
hdl:1902.1/16203	joint cancer
hdl:1902.1/16203	brain cancer
hdl:1902.1/16203	nervous system cancer
hdl:1902.1/16203	breast cancer
hdl:1902.1/16203	cervical cancer
hdl:1902.1/16203	cervix uteri cancer
hdl:1902.1/16203	colon cancer
hdl:1902.1/16203	rectal cancer
hdl:1902.1/16203	corpus and uterus
hdl:1902.1/16203	uterine cancer
hdl:1902.1/16203	esophagial cancer
hdl:1902.1/16203	eye cancer
hdl:1902.1/16203	optical cancer
hdl:1902.1/16203	kidney cancer
hdl:1902.1/16203	renal cancer
hdl:1902.1/16203	larynx cancer
hdl:1902.1/16203	leukemia
hdl:1902.1/16203	liver cancer
hdl:1902.1/16203	lung cancer
hdl:1902.1/16203	bronchial cancer
hdl:1902.1/16203	lymphoma
hdl:1902.1/16203	myeloma
hdl:1902.1/16203	tongue cancer
hdl:1902.1/16203	oral cancer
hdl:1902.1/16203	mouth cancer
hdl:1902.1/16203	pharynx cancer
hdl:1902.1/16203	endocrine cancer
hdl:1902.1/16203	ovarian cancer
hdl:1902.1/16203	pancreatic cancer
hdl:1902.1/16203	prostate cancer
hdl:1902.1/16203	skin cancer
hdl:1902.1/16203	intestinal cancer
hdl:1902.1/16203	stomach cancer
hdl:1902.1/16203	testicular cancer
hdl:1902.1/16203	thyroid cancer
hdl:1902.1/16410	charges
hdl:1902.1/16410	care quality
hdl:1902.1/16410	health-care quality
hdl:1902.1/16410	health-care charges
hdl:1902.1/16410	health charges
hdl:1902.1/16410	health-care access
hdl:1902.1/16410	health access
hdl:1902.1/16410	care utilization
hdl:1902.1/16410	health-care utilization
hdl:1902.1/16410	non-teaching hospital
hdl:1902.1/16410	teaching hospital
hdl:1902.1/16410	urban hospital
hdl:1902.1/16410	rural hospital
hdl:1902.1/16410	comorbidities
hdl:1902.1/16410	health-care outcomes
hdl:1902.1/16410	medicaid
hdl:1902.1/16410	medicare
hdl:1902.1/16410	primary payer
hdl:1902.1/16410	hospital discharge
hdl:1902.1/16410	discharge
hdl:1902.1/16410	inpatient discharge
hdl:1902.1/16410	nis
hdl:1902.1/16410	nationwide inpatient sample
hdl:1902.1/16410	hcup
hdl:1902.1/16410	healthcare cost and utilization project
hdl:1902.1/16410	inpatient
hdl:1902.1/16410	hospital
hdl:1902.1/16410	care outcomes
